synthetic_caller_id,age,age_band,sex,household_size,region,urbanicity,language,accent_class,employment_status,income_band,customer_tenure_years,primary_intent,secondary_intent,compound_intent,intent_ambiguity,intent_change_midcall,speech_rate,articulation,background_noise,pause_pattern,interruption_frequency,input_mode,emotion,caller_behavior,asks_for_agent,refuses_information,out_of_vocabulary_request,contradictory_information,invalid_input_event,authentication_required,authentication_method,authentication_outcome,authentication_retries,accessibility_interaction_constraint,eligibility_state,regulatory_constraint,expected_route,expected_disposition,hangup_risk,triad_test_class,parallel_valid_path_exists,equivalent_route_exists,hidden_assumption_target,failure_recovery_expected,oracle_outcome
IVR-SYN-09207,49,45-54,Male,1,West,Urban,English,Western US,Student,100-149k,10.3,Address/contact change,None,No,Moderate,No,Fast,Clear,None,Normal,None,Speech,Calm,Cooperative,Yes,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Eligible,None,Self-service,Self-service completion,Moderate,GREEN,No,No,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-09208,67,65-74,Female,1,South,Suburban,Spanish,Southern US,Unemployed,50-74k,7.0,Appointment/scheduling,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Confused,Suspicious,No,No,No,No,No,Yes,Knowledge-based,Failed,3,Repetition needed,Eligible,None,General support,Correct specialist/agent routing,Low,GREEN,No,No,Language,Terminate safely,Correct route + compliant disposition
IVR-SYN-09209,41,35-44,Male,6,South,Suburban,English,General US,Full-time,100-149k,3.7,Account information,Appointment/scheduling,Yes,Moderate,Yes,Fast,Clear,Low,Normal,Occasional,Speech,Frustrated,Terse,No,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Eligible,Disclosure required,Self-service,Self-service completion,Low,GRAY,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-09210,70,65-74,Female,4,South,Urban,English,International,Full-time,100-149k,1.6,Order/status inquiry,None,No,Low,No,Fast,Difficult,Low,Normal,Occasional,Speech,Frustrated,Cooperative,No,No,No,No,No,Yes,One-time code,Partial,2,None,Agent required,None,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,Timing,Re-prompt,Correct route + compliant disposition
IVR-SYN-09211,50,45-54,Male,5,Northeast,Urban,English,Northeastern US,Student,150-249k,5.4,Order/status inquiry,None,No,Moderate,No,Slow,Clear,None,Normal,Occasional,Speech,Calm,Confused,No,No,No,Yes,Yes,Yes,Knowledge-based,Successful,1,Low-literacy interaction,Eligible,None,Self-service,Self-service completion,Low,GRAY,Yes,No,Routing,Alternative input,Correct route + compliant disposition
IVR-SYN-09212,41,35-44,Female,6,West,Rural,English,General US,Unemployed,<25k,6.5,Appointment/scheduling,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Frustrated,Cooperative,No,No,No,Yes,Yes,Yes,One-time code,Successful,1,None,Agent required,Consent required,Human escalation,Correct specialist/agent routing,Low,RED,Yes,No,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-09213,20,18-24,Female,1,South,Rural,English,General US,Part-time,100-149k,0.5,Eligibility inquiry,None,No,Low,No,Slow,Clear,None,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,1,None,Conditional,None,Specialist,Correct specialist/agent routing,Low,GREEN,No,No,Language,Alternative input,Correct route + compliant disposition
IVR-SYN-09214,68,65-74,Male,1,Midwest,Urban,English,General US,Student,75-99k,0.2,Technical support,None,No,Moderate,No,Fast,Clear,Low,Normal,Occasional,Speech,Calm,Verbose,No,No,No,No,No,No,None required,Not applicable,0,Repetition needed,Eligible,None,Technical support,Correct specialist/agent routing,Moderate,GREEN,No,No,Language,Alternative input,Correct route + compliant disposition
IVR-SYN-09215,21,18-24,Male,6,South,Urban,English,Northeastern US,Full-time,25-49k,1.1,Billing question,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Frustrated,Cooperative,No,No,Yes,No,No,Yes,Account number + PIN,Successful,0,None,Eligible,None,Billing,Correct specialist/agent routing,High,GREEN,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-09216,64,55-64,Male,1,West,Suburban,English,General US,Retired,50-74k,5.0,Cancellation,None,No,Low,Yes,Normal,Clear,Moderate,Normal,None,Keypad,Calm,Terse,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Ineligible,None,Retention,Correct specialist/agent routing,High,GREEN,No,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-09217,38,35-44,Female,4,West,Rural,Chinese,Midwestern US,Full-time,50-74k,0.8,Order/status inquiry,None,No,Moderate,No,Fast,Clear,High,Normal,None,Speech,Calm,Cooperative,No,No,Yes,No,No,No,None required,Not applicable,0,None,Eligible,None,Self-service,Self-service completion,High,GREEN,No,No,Language,Agent escalation,Correct route + compliant disposition
IVR-SYN-09218,29,25-34,Female,1,South,Urban,English,Midwestern US,Self-employed,75-99k,0.9,Other,None,No,Moderate,Yes,Normal,Clear,High,Long,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Conditional,None,Self-service,Self-service completion,Moderate,GREEN,No,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-09219,54,45-54,Female,4,South,Urban,English,General US,Full-time,25-49k,2.0,Cancellation,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Calm,Verbose,No,No,No,No,No,Yes,Voice/biometric,Failed,3,Low-literacy interaction,Eligible,None,Retention,Correct specialist/agent routing,High,GREEN,No,Yes,Language,Alternative input,Correct route + compliant disposition
IVR-SYN-09220,53,45-54,Female,2,Northeast,Rural,English,General US,Unemployed,25-49k,1.2,Payment issue,None,No,Low,Yes,Normal,Difficult,None,Normal,None,Speech,Calm,Impatient,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Disclosure required,Billing,Correct specialist/agent routing,Moderate,GREEN,No,No,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-09221,66,65-74,Female,2,Midwest,Urban,English,Northeastern US,Full-time,50-74k,2.3,Payment issue,Other,Yes,Moderate,No,Normal,Clear,Low,Normal,None,Speech,Calm,Cooperative,No,Yes,No,Yes,No,Yes,Knowledge-based,Successful,1,None,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GRAY,No,No,None,Re-prompt,Correct route + compliant disposition
IVR-SYN-09222,40,35-44,Female,1,Northeast,Rural,English,General US,Full-time,150-249k,28.1,Payment issue,None,No,Moderate,No,Normal,Clear,None,Normal,None,Speech,Calm,Impatient,No,No,No,No,No,No,None required,Not applicable,0,Speech-input difficulty,Eligible,None,Billing,Correct specialist/agent routing,Moderate,GREEN,No,No,Language,Terminate safely,Correct route + compliant disposition
IVR-SYN-09223,36,35-44,Male,3,South,Suburban,English,General US,Unemployed,150-249k,1.8,Payment issue,None,No,High,No,Slow,Mildly unclear,None,Normal,None,Speech,Frustrated,Verbose,No,No,No,No,No,Yes,One-time code,Repeated failure,4,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GRAY,No,No,Routing,Agent escalation,Correct route + compliant disposition
IVR-SYN-09224,25,25-34,Female,2,South,Urban,English,Midwestern US,Other,150-249k,13.3,Refund/dispute,None,No,High,No,Normal,Clear,High,Normal,Occasional,Keypad,Calm,Cooperative,No,Yes,No,No,No,Yes,Knowledge-based,Partial,1,None,Eligible,None,Disputes,Correct specialist/agent routing,Low,GRAY,No,No,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-09225,52,45-54,Female,3,West,Rural,English,General US,Part-time,50-74k,1.4,Billing question,Cancellation,Yes,High,No,Normal,Clear,High,Normal,None,Speech,Calm,Cooperative,Yes,No,No,No,No,Yes,Account number + PIN,Successful,1,Repetition needed,Conditional,Disclosure required,Billing,Correct specialist/agent routing,Low,GRAY,No,No,Identity,Retry,Correct route + compliant disposition
IVR-SYN-09226,79,75+,Female,1,West,Suburban,English,Southern US,Self-employed,25-49k,0.4,Billing question,Payment issue,Yes,Moderate,No,Normal,Clear,None,Short,Occasional,Keypad,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Conditional,None,Billing,Correct specialist/agent routing,Low,GRAY,No,No,Timing,Agent escalation,Correct route + compliant disposition
IVR-SYN-09227,23,18-24,Female,2,Northeast,Suburban,English,Western US,Unemployed,50-74k,1.8,Cancellation,None,No,High,No,Slow,Clear,Moderate,Normal,None,Speech,Confused,Verbose,No,No,No,No,No,No,None required,Not applicable,0,None,Conditional,Consent required,Retention,Correct specialist/agent routing,High,GRAY,No,Yes,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-09228,56,55-64,Male,4,South,Rural,Spanish,Southern US,Full-time,<25k,6.9,Address/contact change,Account information,Yes,Moderate,No,Slow,Mildly unclear,Low,Normal,None,Speech,Anxious,Cooperative,No,No,No,Yes,No,Yes,One-time code,Partial,1,None,Eligible,None,Self-service,Self-service completion,Moderate,GRAY,Yes,No,Routing,Re-prompt,Correct route + compliant disposition
IVR-SYN-09229,33,25-34,Male,1,Northeast,Suburban,English,General US,Retired,75-99k,11.1,Eligibility inquiry,None,No,Low,No,Normal,Clear,Low,Long,None,Speech,Calm,Confused,No,No,No,No,No,No,None required,Not applicable,0,None,Agent required,Disclosure required,Human escalation,Correct specialist/agent routing,High,GREEN,No,No,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-09230,70,65-74,Male,6,South,Suburban,English,General US,Full-time,100-149k,6.6,Appointment/scheduling,Password/credential,Yes,Moderate,No,Fast,Clear,Low,Normal,None,Keypad,Calm,Suspicious,No,No,No,No,No,Yes,Knowledge-based,Partial,1,Repetition needed,Eligible,None,General support,Correct specialist/agent routing,Low,GRAY,No,No,Routing,Agent escalation,Correct route + compliant disposition
IVR-SYN-09231,56,55-64,Female,6,South,Urban,Spanish,Northeastern US,Full-time,250k+,8.8,Payment issue,None,No,Moderate,Yes,Fast,Clear,None,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Failed,3,None,Agent required,Disclosure required,Human escalation,Correct specialist/agent routing,High,GREEN,No,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-09232,21,18-24,Male,6,Northeast,Urban,English,Midwestern US,Retired,50-74k,1.4,Refund/dispute,Payment issue,Yes,High,No,Slow,Clear,High,Normal,Frequent,Speech,Calm,Confused,No,No,Yes,No,No,Yes,Knowledge-based,Successful,0,None,Eligible,None,Disputes,Correct specialist/agent routing,Low,RED,No,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-09233,61,55-64,Female,2,Northeast,Suburban,English,General US,Unemployed,75-99k,3.3,Order/status inquiry,Address/contact change,Yes,Low,No,Normal,Clear,Low,Normal,Occasional,Speech,Angry,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Failed,3,None,Eligible,None,Self-service,Self-service completion,Moderate,GRAY,No,No,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-09234,50,45-54,Female,1,South,Urban,English,Southern US,Full-time,150-249k,5.2,Other,None,No,Low,No,Normal,Clear,Low,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Ineligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-09235,52,45-54,Female,1,West,Urban,English,General US,Full-time,100-149k,11.3,Order/status inquiry,None,No,Low,No,Normal,Clear,Low,Normal,None,Speech,Calm,Cooperative,Yes,No,Yes,No,No,No,None required,Not applicable,0,None,Eligible,None,Self-service,Self-service completion,Moderate,GREEN,No,No,None,Agent escalation,Correct route + compliant disposition
IVR-SYN-09236,47,45-54,Male,3,South,Urban,English,Northeastern US,Full-time,25-49k,1.4,Account information,None,No,Moderate,No,Fast,Clear,None,Normal,None,Speech,Anxious,Impatient,Yes,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Ineligible,None,Self-service,Self-service completion,Low,GREEN,No,Yes,Identity,Retry,Correct route + compliant disposition
IVR-SYN-09237,33,25-34,Female,4,Northeast,Urban,English,General US,Full-time,50-74k,1.5,Account information,None,No,Low,Yes,Normal,Clear,None,Short,None,Speech,Calm,Cooperative,No,No,Yes,No,No,Yes,Voice/biometric,Successful,1,None,Eligible,None,Self-service,Self-service completion,Moderate,GREEN,No,No,None,Re-prompt,Correct route + compliant disposition
IVR-SYN-09238,50,45-54,Male,1,Northeast,Suburban,English,Northeastern US,Other,25-49k,8.5,Account information,None,No,Moderate,No,Fast,Clear,None,Long,Occasional,Keypad,Confused,Cooperative,No,No,No,Yes,No,Yes,One-time code,Successful,1,None,Eligible,None,Self-service,Self-service completion,Moderate,GRAY,No,Yes,Language,Agent escalation,Correct route + compliant disposition
IVR-SYN-09239,30,25-34,Female,2,South,Urban,English,General US,Other,250k+,4.0,Appointment/scheduling,Password/credential,Yes,Low,No,Normal,Clear,Moderate,Normal,Occasional,Speech,Confused,Cooperative,Yes,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Disclosure required,General support,Correct specialist/agent routing,High,GRAY,No,Yes,Language,Agent escalation,Correct route + compliant disposition
IVR-SYN-09240,39,35-44,Male,4,South,Suburban,Spanish,Western US,Full-time,75-99k,1.3,Order/status inquiry,Account information,Yes,Low,No,Fast,Clear,None,Short,None,Keypad,Calm,Verbose,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,Authentication required,Self-service,Self-service completion,Moderate,GRAY,No,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-09241,24,18-24,Female,1,West,Urban,Spanish,Northeastern US,Full-time,25-49k,17.0,Billing question,None,No,Moderate,No,Fast,Mildly unclear,Moderate,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Failed,2,Slow-prompt preference,Eligible,Consent required,Billing,Correct specialist/agent routing,High,GREEN,No,No,Routing,Agent escalation,Correct route + compliant disposition
IVR-SYN-09242,18,18-24,Male,4,South,Suburban,English,General US,Full-time,50-74k,0.9,Payment issue,None,No,Low,No,Fast,Clear,Low,Long,None,Keypad,Calm,Indecisive,No,No,No,Yes,No,Yes,Knowledge-based,Successful,1,None,Conditional,None,Billing,Correct specialist/agent routing,Moderate,GRAY,No,No,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-09243,20,18-24,Female,3,West,Rural,English,General US,Full-time,50-74k,6.2,Payment issue,Other,Yes,Low,No,Slow,Clear,None,Normal,None,Speech,Frustrated,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Failed,3,Slow-prompt preference,Eligible,None,Billing,Correct specialist/agent routing,High,GRAY,No,No,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-09244,63,55-64,Male,4,South,Suburban,English,General US,Full-time,25-49k,4.1,Account information,Cancellation,Yes,High,No,Normal,Clear,None,Long,None,Speech,Calm,Confused,No,No,No,No,No,Yes,One-time code,Successful,1,None,Eligible,None,Self-service,Self-service completion,High,GRAY,No,No,Timing,Retry,Correct route + compliant disposition
IVR-SYN-09245,31,25-34,Male,2,West,Rural,English,General US,Retired,<25k,4.2,Eligibility inquiry,None,No,Moderate,No,Normal,Clear,None,Normal,Occasional,Speech,Calm,Terse,No,No,Yes,No,No,Yes,One-time code,Successful,1,None,Eligible,Consent required,Specialist,Correct specialist/agent routing,Moderate,GREEN,No,Yes,Intent,Re-prompt,Correct route + compliant disposition
IVR-SYN-09246,43,35-44,Male,2,South,Rural,English,Midwestern US,Unemployed,25-49k,4.3,Payment issue,None,No,Low,No,Slow,Clear,High,Short,Occasional,Speech,Calm,Impatient,No,No,Yes,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GREEN,No,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-09247,35,35-44,Male,5,South,Rural,English,General US,Full-time,50-74k,4.7,Account information,None,No,High,No,Normal,Clear,High,Long,None,Keypad,Calm,Argumentative,No,No,No,No,Yes,Yes,One-time code,Successful,0,None,Eligible,None,Self-service,Self-service completion,Low,GRAY,No,No,Routing,Re-prompt,Correct route + compliant disposition
IVR-SYN-09248,31,25-34,Female,1,South,Urban,Other,International,Unemployed,75-99k,7.0,Account information,Technical support,Yes,Moderate,No,Slow,Clear,Moderate,Normal,Occasional,Keypad,Frustrated,Indecisive,No,No,No,No,No,Yes,One-time code,Successful,0,None,Agent required,Disclosure required,Human escalation,Correct specialist/agent routing,Low,GRAY,No,No,Intent,Agent escalation,Correct route + compliant disposition
IVR-SYN-09249,45,45-54,Female,1,South,Urban,English,General US,Full-time,<25k,18.6,Cancellation,Payment issue,Yes,Low,No,Fast,Clear,None,Normal,None,Keypad,Calm,Suspicious,Yes,Yes,No,No,Yes,Yes,One-time code,Successful,1,None,Agent required,Consent required,Human escalation,Correct specialist/agent routing,Low,GRAY,Yes,Yes,Intent,Terminate safely,Correct route + compliant disposition
IVR-SYN-09250,37,35-44,Nonbinary/Other,5,West,Urban,English,General US,Part-time,25-49k,10.2,Eligibility inquiry,None,No,Moderate,No,Normal,Clear,None,Normal,Occasional,Speech,Calm,Cooperative,Yes,No,No,No,Yes,Yes,Knowledge-based,Failed,1,None,Ineligible,None,Specialist,Correct specialist/agent routing,Moderate,GREEN,No,No,Eligibility,Retry,Correct route + compliant disposition
IVR-SYN-09251,78,75+,Male,2,South,Rural,English,General US,Full-time,150-249k,6.8,Payment issue,Address/contact change,Yes,Moderate,No,Normal,Clear,Moderate,Normal,Occasional,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,Keypad preference,Ineligible,None,Billing,Correct specialist/agent routing,Moderate,GRAY,No,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-09252,29,25-34,Male,6,Northeast,Urban,Spanish,General US,Retired,75-99k,5.3,Account information,None,No,Moderate,No,Slow,Mildly unclear,Low,Normal,Occasional,Keypad,Anxious,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Agent required,None,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,Eligibility,Alternative input,Correct route + compliant disposition
IVR-SYN-09253,23,18-24,Female,5,West,Urban,English,General US,Retired,100-149k,0.7,Eligibility inquiry,None,No,Low,No,Normal,Clear,None,Normal,Occasional,Speech,Urgent,Cooperative,Yes,No,No,No,No,No,None required,Not applicable,0,Repetition needed,Conditional,None,Specialist,Correct specialist/agent routing,Low,GREEN,Yes,No,Intent,Re-prompt,Correct route + compliant disposition
IVR-SYN-09254,23,18-24,Female,3,South,Urban,English,General US,Unemployed,25-49k,8.6,Billing question,None,No,Low,No,Fast,Clear,None,Short,None,Keypad,Urgent,Cooperative,No,Yes,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Billing,Correct specialist/agent routing,Moderate,GREEN,Yes,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-09255,65,65-74,Female,5,Northeast,Urban,Chinese,International,Part-time,<25k,14.0,Address/contact change,None,No,Moderate,No,Normal,Mildly unclear,None,Normal,None,Speech,Urgent,Cooperative,No,No,Yes,No,No,Yes,Account number + PIN,Partial,1,None,Eligible,None,Self-service,Self-service completion,Moderate,GREEN,No,No,Timing,Retry,Correct route + compliant disposition
IVR-SYN-09256,65,65-74,Male,4,Midwest,Rural,English,General US,Part-time,<25k,1.1,Order/status inquiry,None,No,Low,No,Fast,Clear,Moderate,Normal,Frequent,Keypad,Confused,Terse,No,No,Yes,No,No,Yes,One-time code,Successful,1,None,Ineligible,None,Self-service,Self-service completion,Moderate,RED,No,No,Timing,Agent escalation,Correct route + compliant disposition
IVR-SYN-09257,87,75+,Female,4,Northeast,Urban,English,General US,Full-time,25-49k,17.1,Technical support,None,No,Moderate,No,Normal,Mildly unclear,None,Normal,None,Speech,Calm,Indecisive,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Consent required,Technical support,Correct specialist/agent routing,Moderate,GREEN,Yes,Yes,Routing,Re-prompt,Correct route + compliant disposition
IVR-SYN-09258,51,45-54,Male,6,South,Suburban,French,General US,Full-time,75-99k,11.1,Account information,None,No,Moderate,Yes,Slow,Clear,None,Short,Occasional,Speech,Calm,Verbose,No,No,Yes,No,No,Yes,One-time code,Successful,1,None,Agent required,Authentication required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Intent,Alternative input,Correct route + compliant disposition
IVR-SYN-09259,31,25-34,Female,1,West,Suburban,English,General US,Other,<25k,1.4,Address/contact change,None,No,Low,No,Normal,Clear,Moderate,Normal,None,Keypad,Confused,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Eligible,Authentication required,Self-service,Self-service completion,Moderate,GREEN,No,No,Intent,Re-prompt,Correct route + compliant disposition
IVR-SYN-09260,28,25-34,Female,4,Midwest,Suburban,English,Northeastern US,Part-time,100-149k,4.4,Password/credential,Refund/dispute,Yes,Low,No,Normal,Clear,High,Normal,Occasional,Speech,Frustrated,Cooperative,No,No,No,No,No,Yes,One-time code,Failed,2,None,Eligible,Authentication required,Self-service,Self-service completion,Moderate,RED,Yes,No,Language,Terminate safely,Correct route + compliant disposition
IVR-SYN-09261,54,45-54,Female,3,South,Suburban,English,General US,Student,25-49k,1.8,Payment issue,None,No,Low,Yes,Slow,Clear,Moderate,Long,None,Speech,Calm,Impatient,No,No,No,No,Yes,Yes,Knowledge-based,Successful,1,None,Agent required,Consent required,Human escalation,Correct specialist/agent routing,Low,RED,No,No,Intent,Agent escalation,Correct route + compliant disposition
IVR-SYN-09262,28,25-34,Female,6,Midwest,Rural,English,Midwestern US,Retired,100-149k,10.4,Billing question,None,No,Low,No,Normal,Clear,High,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GREEN,No,No,Routing,Agent escalation,Correct route + compliant disposition
IVR-SYN-09263,34,25-34,Male,5,South,Rural,Spanish,Western US,Part-time,25-49k,5.5,Technical support,None,No,Moderate,No,Normal,Clear,None,Normal,None,Speech,Urgent,Suspicious,Yes,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,Disclosure required,Technical support,Correct specialist/agent routing,Moderate,GREEN,No,No,None,Agent escalation,Correct route + compliant disposition
IVR-SYN-09264,24,18-24,Male,2,South,Urban,English,General US,Unemployed,75-99k,16.1,Billing question,None,No,Low,No,Normal,Clear,Moderate,Normal,None,Speech,Calm,Cooperative,Yes,No,No,No,No,Yes,One-time code,Successful,0,Speech-input difficulty,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GREEN,Yes,No,Eligibility,Retry,Correct route + compliant disposition
IVR-SYN-09265,38,35-44,Male,6,Midwest,Urban,English,Southern US,Full-time,150-249k,1.0,Technical support,None,No,Low,No,Normal,Clear,High,Normal,None,Keypad,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GREEN,Yes,No,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-09266,69,65-74,Female,3,Northeast,Suburban,English,International,Retired,<25k,5.9,Address/contact change,None,No,Low,Yes,Slow,Clear,High,Long,Occasional,Speech,Frustrated,Cooperative,Yes,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Ineligible,Authentication required,Self-service,Self-service completion,Moderate,RED,No,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-09267,62,55-64,Male,6,Midwest,Suburban,English,General US,Other,100-149k,3.2,Address/contact change,None,No,High,Yes,Normal,Mildly unclear,Low,Short,None,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Consent required,Self-service,Self-service completion,Low,GRAY,Yes,No,Routing,Agent escalation,Correct route + compliant disposition
IVR-SYN-09268,75,75+,Male,3,West,Urban,English,Midwestern US,Self-employed,100-149k,1.6,Payment issue,None,No,Low,No,Slow,Clear,None,Normal,None,Speech,Calm,Impatient,No,No,Yes,No,No,No,None required,Not applicable,0,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GREEN,Yes,Yes,Identity,Re-prompt,Correct route + compliant disposition
IVR-SYN-09269,53,45-54,Female,4,West,Urban,English,Midwestern US,Self-employed,100-149k,1.6,Account information,None,No,Moderate,No,Normal,Clear,None,Normal,None,Keypad,Calm,Cooperative,No,No,No,No,Yes,Yes,None required,Not applicable,0,None,Agent required,Authentication required,Human escalation,Correct specialist/agent routing,High,GREEN,Yes,No,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-09270,63,55-64,Female,3,Northeast,Urban,English,Midwestern US,Self-employed,<25k,26.9,Technical support,None,No,Low,No,Normal,Clear,None,Short,None,Keypad,Urgent,Impatient,Yes,No,No,No,No,Yes,Knowledge-based,Partial,2,None,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-09271,52,45-54,Female,4,Midwest,Suburban,English,Western US,Full-time,50-74k,3.8,Technical support,None,No,Low,Yes,Normal,Clear,Moderate,Normal,Occasional,Speech,Calm,Cooperative,Yes,No,Yes,No,No,Yes,Knowledge-based,Successful,0,None,Agent required,Human review required,Human escalation,Correct specialist/agent routing,Low,RED,No,Yes,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-09272,60,55-64,Male,1,Northeast,Urban,English,General US,Retired,150-249k,0.3,Billing question,Other,Yes,Moderate,No,Normal,Clear,Moderate,Long,Occasional,Speech,Confused,Terse,Yes,No,No,No,No,Yes,One-time code,Successful,1,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Low,GRAY,No,No,None,Re-prompt,Correct route + compliant disposition
IVR-SYN-09273,20,18-24,Male,5,Midwest,Urban,Spanish,General US,Other,100-149k,6.8,Eligibility inquiry,None,No,Low,No,Slow,Clear,Moderate,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,1,Speech-input difficulty,Eligible,Consent required,Specialist,Correct specialist/agent routing,Low,GREEN,No,No,Language,Terminate safely,Correct route + compliant disposition
IVR-SYN-09274,38,35-44,Male,2,South,Suburban,English,General US,Retired,75-99k,17.6,Billing question,Eligibility inquiry,Yes,Low,No,Fast,Difficult,Moderate,Normal,None,Keypad,Urgent,Impatient,Yes,No,No,No,No,Yes,Account number + PIN,Failed,3,None,Ineligible,None,Billing,Correct specialist/agent routing,Low,RED,No,No,Intent,Retry,Correct route + compliant disposition
IVR-SYN-09275,36,35-44,Female,2,South,Suburban,English,Midwestern US,Self-employed,150-249k,2.2,Refund/dispute,None,No,Moderate,No,Normal,Clear,Low,Normal,None,Speech,Calm,Confused,No,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Conditional,Human review required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,Yes,Eligibility,Alternative input,Correct route + compliant disposition
IVR-SYN-09276,77,75+,Male,1,Midwest,Urban,English,International,Other,25-49k,2.8,Refund/dispute,None,No,Moderate,Yes,Normal,Clear,Moderate,Normal,None,Keypad,Calm,Indecisive,No,No,No,No,No,Yes,Voice/biometric,Successful,0,Keypad preference,Eligible,Authentication required,Disputes,Correct specialist/agent routing,Low,GREEN,No,No,Intent,Agent escalation,Correct route + compliant disposition
IVR-SYN-09277,25,25-34,Male,4,West,Suburban,English,General US,Full-time,100-149k,13.9,Appointment/scheduling,None,No,High,Yes,Normal,Mildly unclear,Low,Normal,None,Speech,Calm,Cooperative,No,No,Yes,No,No,Yes,One-time code,Successful,0,None,Eligible,Consent required,General support,Correct specialist/agent routing,Moderate,GRAY,No,No,None,Agent escalation,Correct route + compliant disposition
IVR-SYN-09278,32,25-34,Female,1,West,Urban,Spanish,Southern US,Full-time,100-149k,2.6,Billing question,Appointment/scheduling,Yes,Moderate,Yes,Normal,Clear,None,Normal,None,Speech,Calm,Indecisive,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GRAY,No,No,Timing,Agent escalation,Correct route + compliant disposition
